,Max,AvgMax,Average,AvgMin,Min
2024-09-29,59.21182266009852,54.33311633399459,52.891123028236784,51.30880088844194,45.38558325279455
2024-09-30,59.183673469387756,54.28026944885078,52.864529253954245,51.31104307591141,45.3551912568306
2024-10-01,59.183673469387756,54.28026944885078,52.864529253954245,51.31104307591141,45.3551912568306
2024-10-02,59.11360252255409,54.21206342641451,52.80546359483009,51.26520531804775,45.39415368730701
2024-10-03,59.043531575720415,54.14385740397824,52.746397935705936,51.21936756018409,45.43311611778343
2024-10-04,58.97346062888675,54.07565138154197,52.68733227658178,51.17352980232043,45.47207854825984
2024-10-05,58.90338968205308,54.007445359105695,52.62826661745762,51.12769204445677,45.511040978736254
2024-10-06,58.83331873521941,53.939239336669424,52.56920095833347,51.081854286593114,45.550003409212664
2024-10-07,58.76324778838574,53.87103331423315,52.51013529920931,51.036016528729455,45.58896583968908
2024-10-08,58.693176841552074,53.80282729179688,52.45106964008515,50.990178770865796,45.62792827016549
2024-10-09,58.62310589471841,53.73462126936061,52.39200398096099,50.94434101300214,45.66689070064191
2024-10-10,58.55303494788473,53.66641524692434,52.33293832183684,50.89850325513848,45.70585313111832
2024-10-11,58.482964001051066,53.598209224488066,52.273872662712684,50.85266549727482,45.744815561594734
2024-10-12,58.4128930542174,53.530003202051795,52.214807003588525,50.80682773941116,45.783777992071144
2024-10-13,58.342822107383725,53.46179717961552,52.155741344464374,50.7609899815475,45.82274042254756
2024-10-14,58.27275116055006,53.39359115717925,52.096675685340216,50.715152223683845,45.86170285302397
2024-10-15,58.20268021371639,53.32538513474298,52.03761002621606,50.669314465820186,45.90066528350039
2024-10-16,58.132609266882724,53.257179112306716,51.9785443670919,50.62347670795653,45.9396277139768
2024-10-17,58.06253832004905,53.188973089870444,51.91947870796775,50.57763895009287,45.97859014445321
2024-10-18,57.99246737321538,53.12076706743417,51.86041304884359,50.53180119222921,46.017552574929624
2024-10-19,57.92239642638172,53.0525610449979,51.80134738971943,50.48596343436555,46.056515005406034
2024-10-20,57.85232547954804,52.98435502256163,51.74228173059528,50.44012567650189,46.09547743588245
